,statement,veracity
3701,I wake up at 6 am because i have to work at 7 am,1
3702,I have a ping pong table in my backyard,1
3703,I own a 2003 white lancer and a 2008 silver toyota 4runner,1
3704,I go to gym at 6 pm every day,1
3705,My father owns a 35 feet sea ray yatch,1
3706,The air in many cities is very polluted.,1
3707,The internet has made working from home a reality for many people.,1
3708,The ocean is  rising thereby endangering coastal areas.,1
3709,People needs hugs in order to be emotionally stable.,1
3710,Children have fantastic minds and are capable of gigantic leaps in learning.,1
3711,Governments have a vested interest to not lose power.,1
3712,Truth is subjective.,1
3713,I love my girlfriend.,1
3714,I feel my parents are pushy and insensitive.,1
3715,I watch tv all day long.,1
3716,My friends hung out without me.,1
3717,One of my friends met with an accident last week.,1
3718,My brother gives me a lot of advice.,1
3719,I don\t have any good clothes.,1
3720,The earth is 75\% water.,1
3721,The empire state building can be found in new york city.,1
3722,Saturn has rings.,1
3723,You need a ball and a racket to play tennis.,1
3724,Violinists play the violin.,1
3725,Robitussin is a medicine for coughs and colds.,1
3726,The bible was written in ancient times.,1
3727,I love to have sexual relationship with different women,1
3728,I had a secret love affair with a girl after my marriage,1
3729,I have lied on several occasions,1
3730,I am very selfish.,1
3731,I am an accountant,1
3732,I am married,1
3733,I have two children,1
3734,I like hockey,1
3735,I live in canada,1
3736,I love summer,1
3737,I like sushi,1
3738,I passed my courses at college.,1
3739,I think children in middle schools need to spend a lot of time on math for their college background.,1
3740,I sprained my ankle two months a go and it still hurts.,1
3741,Human life on earth is not possible without the existence of the sun.,1
3742,It is not illegal to record people/incidents in public and permission is not required when in a public space.,1
3743,Humans are social creatures.,1
3744,New technology is often intimidating to older people.,1
3745,Inattention is the cause of many car accidents.,1
3746,The airbus a380 is partially built in toulouse.,1
3747,Capital of france is paris.,1
3748,Fifa world cup 2014 will be in brazil.,1
3749,Weather is more sunny in summer than in winter.,1
3750,Tomotoes are red,1
3751,The second world war did last for 6 years.,1
3752,The global warming effect makes ocean go higher.,1
3753,I have brown hair.,1
3754,My car has a busted windshield.,1
3755,I have two dogs.,1
3756,I am short.,1
3757,I have a home.,1
3758,The weather is nice outside.,1
3759,I have told a lie before.,1
3760,Strawberries are a fruit.,1
3761,The nsa spies on american citizens.,1
3762,Rush limbaugh\s rhetoric has caused him to lose many sponsors.,1
3763,Jerusalem is a holy city in the major monotheisms,1
3764,Jerry lewis is popular in france,1
3765,Fabrege eggs are rare and valuable.,1
3766,Hawaii is the fiftieth us state.,1
3767,Circumcision is the removal of the foreskin.,1
3768,The current president of the united states is barrack obama.,1
3769,There are 26 letters in the english alphabet.,1
3770,The major component of atmospheric air is nitrogen.,1
3771,The u.s. merchant marine academy is located in king\s point.,1
3772,1 foot is equal to twelve inches.,1
3773,Water is a liquid at 14.7 psia and 50 degrees celsius.,1
3774,George washington was the only unanimously elected us president.,1
3775,Two plus two is four.,1
3776,I am heterosexual.,1
3777,There are eight planets in our solar system.,1
3778,Apple invented the iphone.,1
3779,The pacific ocean is the largest ocean on earth.,1
3780,Airplanes can fly.,1
3781,I love my family,1
3782,The sun rises from east to west,1
3783,The world is undergoing global warming,1
3784,Russia is clinching an oil deal with china,1
3785,Thailand just imposed martial law in the country,1
3786,Mammals are warm blooded,1
3787,My name is ameen,1
3788,I am un-employed,1
3789,Mturk is a genuine working site,1
3790,I love my family,1
3791,World is so beautiful,1
3792,There is only one god,1
3793,I love my god,1
3794,The us president is in his second term,1
3795,Fruit is good for you,1
3796,A violin is smaller than a cello,1
3797,Christmas is in december,1
3798,The traditional thanksgiving include a turkey dinner,1
3799,Ice is slippery,1
3800,Metals conduct electricity,1
3801,I love my wife sincerely,1
3802,I always be a good character,1
3803,Laziness is sometimes with me,1
3804,India is a beautiful and peaceful country,1
3805,I love india,1
3806,My daddy was very anger and drinker,1
3807,I hate my father in my older days,1
3808,Barack obama is the president of the united states.,1
3809,David cameron is the prime minister of the uk.,1
3810,John roberts is the supreme court chief justice.,1
3811,The university of kentucky has eight men\s ncaa basketball championships.,1
3812,Nick saban is the head football coach at the university of alabama.,1
3813,Mitt romney was the governor of massachusetts.,1
3814,George washington is on the one dollar bill.,1
3815,Hawaii is a u.s territory,1
3816,The uk is in europe.,1
3817,U.s citizens can not travel directly to cuba.,1
3818,Food and drugs in the u.s have to first be approved by the fda before sale to the general public.,1
3819,Playstation is a product developed by sony.,1
3820,Marvel inc. is now operated by disney.,1
3821,I was born in california.,1
3822,I got my driver\s llcense when i was 21.,1
3823,"I named my first car \""alex\"".",1
3824,I play drums.,1
3825,Red bull is my favorite energy drink,1
3826,I want to have 3 kids.,1
3827,I am a metal gear solid fanboy.,1
3828,Cats love to meow.,1
3829,Dogs love to bark.,1
3830,Cars drive on roads.,1
3831,Humans are mammals.,1
3832,Chickens lay eggs.,1
3833,Dolphins are mammals.,1
3834,This statement is truthful.,1
3835,The capitol of france is paris.,1
3836,The iconic comic book character superman is from a planet called krypton.,1
3837,"The video game \""console wars\"" of the 1990s were waged primarily between the sega genesis and super nintendo entertainment system.",1
3838,The 100 years war actually lasted 139 years.,1
3839,Mahatma ghandi\s strategy of non-violent resistance was instrumental in deposing india\s colonial rulers.,1
3840,Unicorns are mythological creatures commonly described as a horse with a single horn jutting from its head.,1
3841,I\m fluent in spanish.,1
3842,My favorite color is green.,1
3843,I drive a nissan sentra.,1
3844,My favorite food is chinese food.,1
3845,I drink a gallon of water a day.,1
3846,I lift weights.,1
3847,I\m extremely shy.,1
3848,Obama is the president of usa,1
3849,Russia is the largest country in the world,1
3850,Jupiter is the largest planet in the solar system.,1
3851,Brazil is the host for the 2014 soccer world cup.,1
3852,Indonesia has the largest muslim population in the world.,1
3853,Christmas is celebrated on 25th of december.,1
3854,Ostrich cannot fly.,1
3855,The capital of michigan is lansing.,1
3856,All cats can not taste sugar.,1
3857,Stephen king was once hit by a truck.,1
3858,The show the l word was 6 seasons long.,1
3859,Pontiac automobiles are no longer in production.,1
3860,Memorial day is in may.,1
3861,Obama is the 44th president.,1
3862,The sky is blue.,1
3863,People eat food.,1
3864,Cats are four legged felines.,1
3865,Dogs bark.,1
3866,You can see outside through a window.,1
3867,You can sit on a couch.,1
3868,Most people sleep in beds.,1
3869,We a good team.,1
3870,I love basketbal.,1
3871,I love music.,1
3872,Art is life.,1
3873,Zebras are cool.,1
3874,The sky is blue.,1
3875,Thank god for today.,1
3876,You are reading my writing.,1
3877,I am listening to music.,1
3878,I am laying in bed.,1
3879,I am not hungry.,1
3880,My kids are not asleep yet.,1
3881,My wife is downstairs.,1
3882,I need to use the washroom.,1
3883,I have graduated college.,1
3884,I like my job.,1
3885,I have a fiat.,1
3886,I think finance is interesting.,1
3887,I live in houston.,1
3888,I love houston.,1
3889,I want to own a shop one day.,1
3890,There is a yellow tape measure on my desk.,1
3891,The president of the usa is barack obama.,1
3892,Boston is a large city in the united states of america.,1
3893,There are more than one thousand automobiles in wisconsin.,1
3894,I enjoy watching movies.,1
3895,I am currently using the internet.,1
3896,The sky oftentimes appears blue in color.,1
3897,I am tall.,1
3898,I have two girlfriends.,1
3899,I am handsome.,1
3900,My brother is in the army.,1
3901,I have a samsung phone.,1
3902,I love music.,1
3903,My mother is puerto rican.,1
3904,Facebook acquired whatsapp,1
3905,Obama is u.s. president,1
3906,Osama bin laden is dead,1
3907,Mturk is owned by amazon.com,1
3908,Islamabad is the capital of pakistan,1
3909,Slumdog millionaire had won oscar,1
3910,Tajmahal is in agra,1
3911,I have brown eyes.,1
3912,Having brown eyes is known as a dominant gene.,1
3913,The united states has 50 states.,1
3914,The earth rotates on an axis.,1
3915,Biology is the study of life and living organisms.,1
3916,The third president of the united states was thomas jefferson.,1
3917,Horses are mammals.,1
3918,The ability to roll your tongue is inherited genetically,1
3919,George washington was the first president of the us,1
3920,The miami dolphins won the 1972 superbowl,1
3921,Mcdonald\s first menu item was a hot dog,1
3922,Antibiotics are only effective against bacteria,1
3923,Jerry springer was the mayor of cincinnati.,1
3924,Pencils are used to write things down.,1
3925,I am using a computer right now.,1
3926,Apples can be red and green.,1
3927,The queen of england is very old.,1
3928,Donald trump is a very rich man.,1
3929,Florida is located in the united states.,1
3930,Libraries are full of books.,1
3931,The earth revolves around the sun,1
3932,The earth is the 3rd planet from the sun,1
3933,The earth is spherical,1
3934,The sun produces vitamin d for the skin,1
3935,There are 7 days in a week,1
3936,Non living things cannot eat.,1
3937,Nigeria is the most populous country in africa.,1
3938,Admk party won 37 constituencies in the lok sabha elections 2014.,1
